Income,Tenure,FICO,Origination,Amount,Grade
75000,0 years,737,Jun-25-2019,25000,B
84000,6 years,752,May-10-2019,6500,A
41000,2 years,677,n/a,12000,D
71000,3 years,752,Apr-20-2019,7000,A
38000,6 years,737,May-06-2019,2500,B
120046,6 years,722,Apr-03-2019,28000,B
85000,3 years,702,Jun-10-2019,40000,B
51500,10+ years,682,May-18-2019,3000,B
50000,5 years,717,May-01-2019,2000,D
85000,1 year,807,May-08-2019,13000,B
70000,10+ years,742,May-29-2019,4000,A
54000,2 years,692,Jun-22-2019,9300,A
65000,3 years,717,Jun-16-2019,"NA",B
80000,10+ years,772,May-29-2019,6025,B
95000,10+ years,687,Jun-03-2019,4200,A
85000,10+ years,727,Apr-18-2019,25000,D
135073,5 years,762,Apr-03-2019,20000,B
148570,10+ years,717,Apr-09-2019,34800,B
30720,0 years,682,Apr-21-2019,1800,C
107540,10+ years,697,Jun-16-2019,,C
55674,5 years,722,Apr-14-2019,10200,A
135023,3 years,667,May-16-2019,6000,B
100029,9 years,697,Apr-12-2019,2000,A
105093,2 years,677,Jun-04-2019,3025,A
114050,3 years,672,May-12-2019,8000,B
42000,0 years,782,May-12-2019,3000,A
60000,5 years,732,Apr-20-2019,12000,D
120891,10+ years,697,May-14-2019,28000,C
n/a,8 years,707,Apr-11-2019,16000,C
135029,7 years,722,May-13-2019,13000,A
240027,2 years,667,Apr-04-2019,10000,A
195047,0 years,697,May-07-2019,30000,B
46800,3 years,697,May-09-2019,12525,C
85000,5 years,727,Jun-12-2019,18000,D
130029,6 years,737,May-23-2019,14000,A
44000,5 years,692,Jun-28-2019,2500,C
63377,10+ years,727,May-26-2019,16500,B
98000,2 years,672,May-03-2019,2000,C
200049,10+ years,712,,18000,A
150056,0 years,697,Apr-11-2019,35000,D
128012,10+ years,727,Jun-23-2019,12000,B
200053,10+ years,802,May-13-2019,30000,A
80000,2 years,n/a,Jun-13-2019,22000,A
48900,10+ years,707,Apr-14-2019,10800,C
41400,10+ years,682,Apr-09-2019,n/a,D
51000,5 years,672,May-27-2019,7000,D
,7 years,732,May-31-2019,12000,A
52000,10+ years,712,Apr-26-2019,6000,A
107031,2 years,n/a,Apr-22-2019,8000,A
75000,3 years,697,Apr-26-2019,6000,A
73000,7 years,712,Jun-19-2019,8000,B
52000,6 years,687,Jun-28-2019,32000,D
80000,1 year,697,Jun-27-2019,12000,D
50000,0 years,752,Apr-20-2019,4250,C
180065,2 years,662,Apr-05-2019,30000,C
76000,3 years,697,Jun-15-2019,,D
55000,6 years,807,Jun-02-2019,35000,A
150022,10+ years,802,Jun-24-2019,14000,A
81000,10+ years,717,Jun-18-2019,15000,B
40000,3 years,712,Apr-02-2019,10000,D
30000,1 year,702,May-22-2019,22000,B
25000,3 years,662,Apr-13-2019,4800,C
191045,10+ years,722,Apr-25-2019,27550,A
41000,10+ years,662,May-29-2019,1800,C
200077,3 years,717,Jun-11-2019,5000,A
64480,1 year,732,Apr-14-2019,12500,B
48000,2 years,692,Apr-15-2019,12000,C
50000,5 years,757,Jun-18-2019,8000,B
230007,3 years,707,May-27-2019,20000,C
91960,4 years,742,May-22-2019,20000,A
45000,10+ years,747,May-03-2019,6000,B
80000,0 years,667,Jun-01-2019,16000,B
155050,10+ years,672,Apr-30-2019,10000,D
43000,1 year,797,Jun-22-2019,20400,B
75000,10+ years,742,May-15-2019,2000,A
110028,10+ years,757,Apr-04-2019,40000,D
105050,4 years,722,Jun-05-2019,12000,A
50000,10+ years,,May-17-2019,16000,A
55000,2 years,702,May-02-2019,40000,C
40000,9 years,742,Apr-17-2019,3000,B
158001,3 years,697,Apr-19-2019,40000,A
78000,6 years,732,Jun-06-2019,22000,A
75000,3 years,727,Jun-10-2019,6600,B
63000,10+ years,,Jun-28-2019,10000,C
87449,8 years,712,May-05-2019,7000,B
84000,10+ years,677,May-11-2019,25000,C
54000,2 years,672,Apr-16-2019,15000,D
100070,10+ years,692,"NA",3300,A
110067,10+ years,687,May-27-2019,6400,A
60000,3 years,667,May-05-2019,3000,D
70000,2 years,707,May-03-2019,7700,B
85000,7 years,742,Jun-09-2019,20000,C
60000,5 years,707,Apr-28-2019,7100,C
96000,4 years,682,Apr-11-2019,11000,C
145047,0 years,697,Jun-26-2019,25000,D
74000,0 years,747,Jun-09-2019,6000,A
42510,5 years,822,May-09-2019,18200,A
150044,10+ years,712,May-24-2019,23000,C
65000,8 years,682,May-15-2019,15000,B
71000,10+ years,687,Apr-08-2019,2900,C
71800,2 years,672,Apr-30-2019,2000,B
111725,10+ years,752,Jun-17-2019,9600,B
75000,10+ years,712,Jun-15-2019,5500,D
60000,3 years,727,Apr-07-2019,5500,A
65000,1 year,687,May-10-2019,10000,C
50000,10+ years,677,"NA",4000,A
85000,0 years,682,Jun-01-2019,20000,C
52000,10+ years,712,Jun-17-2019,10000,C
55000,10+ years,777,May-23-2019,20000,C
43000,10+ years,687,Apr-21-2019,3200,B
78000,2 years,697,Apr-01-2019,4000,C
100091,2 years,727,Apr-10-2019,12000,B
61084,5 years,722,Jun-02-2019,8800,D
"NA",5 years,662,May-24-2019,,C
65000,1 year,722,May-27-2019,8000,A
55000,8 years,722,Jun-20-2019,10000,A
72000,5 years,692,Jun-07-2019,8800,D
125046,9 years,707,Apr-09-2019,23500,C
60000,2 years,697,"NA",10000,B
79000,1 year,727,May-26-2019,25000,B
78000,2 years,747,Apr-05-2019,6500,A
96000,10+ years,667,May-16-2019,18000,D
95000,10+ years,767,May-19-2019,3000,A
100065,0 years,772,Jun-21-2019,15000,A
66000,2 years,n/a,Apr-24-2019,14000,C
54000,10+ years,747,May-06-2019,40000,A
37000,8 years,762,Apr-17-2019,13000,B
195006,4 years,797,Jun-01-2019,20000,A
100055,5 years,712,Apr-27-2019,16800,B
60000,0 years,772,Jun-21-2019,15000,A
55000,4 years,677,Apr-23-2019,7000,C
62365,4 years,672,May-21-2019,20000,C
150042,5 years,752,Apr-29-2019,15000,A
22000,3 years,712,May-25-2019,1100,C
136796,10+ years,732,May-31-2019,30000,B
140016,10+ years,682,May-29-2019,16000,D
120092,10+ years,707,May-07-2019,22750,B
35000,10+ years,767,May-06-2019,1000,B
17000,5 years,682,May-14-2019,9000,B
57000,10+ years,682,May-21-2019,6000,B
"NA",0 years,702,May-18-2019,6000,B
44000,2 years,742,Jun-15-2019,1600,A
650055,2 years,667,May-10-2019,6500,B
45000,2 years,742,May-07-2019,15000,A
198039,3 years,n/a,Apr-16-2019,30000,A
36000,0 years,672,May-09-2019,15000,C
110100,10+ years,697,Jun-02-2019,7175,C
45000,3 years,702,May-08-2019,4000,B
52000,8 years,737,Apr-03-2019,3200,B
175093,0 years,692,"NA",11000,A
150094,10+ years,732,Jun-15-2019,40000,A
146064,1 year,n/a,Jun-09-2019,10000,A
38000,5 years,717,Jun-15-2019,3000,A
46000,10+ years,697,May-20-2019,10000,D
60000,5 years,662,May-23-2019,27000,C
64200,10+ years,807,May-13-2019,35000,B
65000,3 years,787,May-18-2019,5000,A
64219,4 years,697,"NA","NA",D
106039,5 years,742,May-27-2019,15000,B
55000,0 years,717,Jun-14-2019,10000,A
24000,2 years,707,Apr-08-2019,5500,B
46000,10+ years,707,May-01-2019,1000,C
94108,7 years,702,Jun-25-2019,17000,C
70000,4 years,712,Jun-24-2019,5000,B
,0 years,762,Jun-13-2019,22625,C
70829,7 years,697,Jun-02-2019,14000,B
62000,10+ years,752,May-21-2019,15000,A
32000,10+ years,692,May-30-2019,1500,D
110049,10+ years,702,Jun-24-2019,20000,D
65700,3 years,747,,5000,C
96000,2 years,682,Jun-10-2019,5000,C
40000,4 years,687,Apr-10-2019,11000,A
90000,4 years,672,May-13-2019,2400,C
46600,10+ years,767,Apr-18-2019,17500,B
117058,10+ years,702,Apr-09-2019,20000,D
120011,0 years,672,Apr-11-2019,28000,D
115091,4 years,722,May-16-2019,15000,D
163536,4 years,717,Apr-25-2019,20000,A
75000,0 years,692,Apr-25-2019,20000,B
76500,10+ years,682,May-13-2019,16000,D
212058,9 years,687,n/a,10000,A
80000,10+ years,702,May-12-2019,10000,B
100011,0 years,837,,32000,A
100065,10+ years,662,Jun-22-2019,5000,B
103041,8 years,687,Jun-20-2019,1000,D
240058,10+ years,692,Jun-07-2019,28000,A
94741,8 years,712,Jun-20-2019,25000,D
45000,10+ years,677,Apr-26-2019,2800,C
70000,10+ years,692,May-14-2019,8000,B
57000,0 years,722,"NA",20000,A
80000,3 years,702,Apr-22-2019,20000,C
105065,2 years,817,May-21-2019,24000,A
84000,2 years,667,Apr-20-2019,3000,B
62500,0 years,677,May-22-2019,6000,C
50000,3 years,732,May-02-2019,4200,B
90000,10+ years,692,n/a,21600,A
95000,4 years,757,Apr-05-2019,26000,C
85000,3 years,702,Jun-15-2019,31000,B
47000,3 years,772,Apr-15-2019,7500,A
25000,10+ years,692,Jun-27-2019,10000,C
50000,6 years,697,May-26-2019,1500,C
147064,2 years,712,Apr-25-2019,40000,B
60000,10+ years,702,Apr-13-2019,6000,B
250045,8 years,752,May-21-2019,15000,A
58000,10+ years,782,Jun-21-2019,4000,A
140084,10+ years,747,May-30-2019,36850,B
71000,3 years,682,Apr-11-2019,15000,B
110007,0 years,787,Jun-14-2019,12000,A
63000,10+ years,682,"NA",14400,C
90000,10+ years,667,Jun-23-2019,4000,C
69000,10+ years,662,May-26-2019,2400,B
70000,10+ years,797,May-08-2019,15000,A
49000,10+ years,727,Apr-03-2019,20900,C
180019,2 years,722,Apr-25-2019,40000,B
165060,5 years,717,Jun-11-2019,25000,D
57000,10+ years,692,Jun-22-2019,5000,B
84000,10+ years,737,Apr-23-2019,12000,A
71000,5 years,757,May-21-2019,10000,B
90000,10+ years,662,Jun-15-2019,20000,A
120039,5 years,757,Apr-24-2019,16800,A
76000,4 years,712,May-28-2019,35000,B
30000,6 years,777,Jun-01-2019,8150,C
44000,0 years,662,Apr-15-2019,1000,D
98000,10+ years,717,Apr-05-2019,14000,A
60000,2 years,792,May-13-2019,6200,A
33000,10+ years,702,May-12-2019,,B
163706,10+ years,697,May-26-2019,18000,C
75000,3 years,762,Apr-28-2019,25000,A
93000,9 years,732,Apr-01-2019,8000,A
29000,2 years,677,Apr-09-2019,5600,B
80000,7 years,732,Apr-26-2019,40000,B
65000,8 years,687,May-17-2019,10000,B
85000,10+ years,822,Apr-19-2019,4200,A
35000,2 years,787,Jun-17-2019,11000,A
38000,0 years,682,Apr-09-2019,1650,D
156064,1 year,747,,40000,B
104098,10+ years,692,May-09-2019,11200,C
72000,0 years,692,Apr-19-2019,1525,C
68000,10+ years,707,May-03-2019,7600,B
28000,4 years,697,Apr-02-2019,3000,C
85000,10+ years,n/a,Apr-07-2019,10000,A
35000,10+ years,767,Jun-08-2019,12000,B
81000,6 years,727,Jun-11-2019,26000,C
225043,2 years,737,Apr-02-2019,3500,C
36000,9 years,757,Apr-05-2019,15825,D
150048,10+ years,697,May-09-2019,15000,D
56500,6 years,672,Apr-19-2019,18000,C
500013,9 years,682,Apr-18-2019,30000,D
35000,10+ years,757,Apr-14-2019,9000,A
90000,10+ years,687,May-01-2019,10000,B
56000,2 years,692,Apr-09-2019,5000,C
128450,10+ years,722,Apr-24-2019,40000,B
45593,10+ years,677,Apr-19-2019,7000,D
75000,10+ years,717,May-12-2019,20000,B
75900,10+ years,757,May-19-2019,30000,B
106859,10+ years,667,May-29-2019,10000,C
33000,7 years,707,Jun-21-2019,4250,B
27900,1 year,732,Jun-20-2019,2500,B
110025,10+ years,707,Apr-18-2019,9600,A
75000,4 years,662,May-04-2019,10000,C
155049,8 years,677,May-31-2019,3000,D
162117,10+ years,727,May-19-2019,5000,B
77000,10+ years,702,May-24-2019,14350,D
"NA",8 years,782,May-05-2019,20000,B
124599,0 years,727,May-29-2019,27075,B
20000,2 years,692,Apr-23-2019,15000,D
33500,0 years,717,Apr-09-2019,3600,B
108050,10+ years,772,Apr-13-2019,12000,A
93000,10+ years,702,May-11-2019,2800,C
110092,7 years,702,Jun-27-2019,28000,C
70500,10+ years,667,,4800,A
52000,8 years,802,May-23-2019,2400,A
94000,1 year,712,May-03-2019,36000,B
150798,10+ years,717,Jun-07-2019,12000,B
69000,4 years,697,Jun-28-2019,33100,D
74760,10+ years,762,Jun-03-2019,10000,A
79000,6 years,737,Apr-14-2019,25000,A
85000,10+ years,677,Apr-01-2019,6000,B
90000,3 years,n/a,May-28-2019,21000,A
65000,3 years,707,Apr-18-2019,5850,A
80000,10+ years,702,Apr-28-2019,20000,D
39000,4 years,717,Jun-04-2019,28000,D
53000,6 years,672,Apr-23-2019,18500,C
150092,0 years,662,Apr-30-2019,40000,C
240011,5 years,682,Jun-13-2019,35000,C
75000,1 year,727,Apr-12-2019,25000,B
183037,2 years,727,Apr-09-2019,35000,B
125042,8 years,667,"NA",8000,C
40000,3 years,767,Jun-24-2019,4800,A
40000,10+ years,802,Apr-11-2019,7000,A
175091,10+ years,742,Jun-30-2019,4000,A
35000,10+ years,692,Apr-24-2019,7000,D
666538,10+ years,662,Jun-19-2019,14000,D
58018,10+ years,677,Apr-28-2019,4400,D
39000,5 years,732,Jun-25-2019,40000,D
135033,0 years,692,Apr-01-2019,25000,C
100070,10+ years,,Apr-02-2019,19000,A
94000,1 year,682,"NA",10000,D
97200,10+ years,702,Jun-24-2019,30000,C
"NA",2 years,702,Apr-15-2019,7000,C
125094,2 years,662,Jun-14-2019,20000,D
76000,10+ years,697,Apr-01-2019,10050,D
64000,10+ years,732,May-09-2019,24000,D
108056,9 years,687,Jun-28-2019,30000,A
200045,10+ years,707,Apr-12-2019,37000,A
60000,5 years,712,Jun-01-2019,7500,A
74400,0 years,757,Apr-25-2019,40000,B
63400,2 years,687,Jun-30-2019,,B
47000,4 years,,Apr-28-2019,1450,B
150037,10+ years,697,Apr-14-2019,n/a,C
110000,4 years,667,Apr-23-2019,20000,B
50000,0 years,712,Jun-09-2019,,C
41365,0 years,"NA",May-09-2019,1000,A
63000,0 years,682,Jun-10-2019,10000,A
85000,8 years,682,Apr-21-2019,7200,B
60300,5 years,722,Jun-07-2019,14700,D
128089,10+ years,677,Apr-30-2019,22950,D
240059,10+ years,662,Apr-24-2019,5600,D
70000,10+ years,672,May-25-2019,20000,B
180005,9 years,727,May-02-2019,12000,A
60000,10+ years,737,Apr-30-2019,7000,A
90000,5 years,732,Apr-29-2019,25000,B
81500,3 years,772,May-28-2019,,A
132083,10+ years,667,May-06-2019,20000,B
36000,2 years,702,Apr-28-2019,10000,A
90000,10+ years,682,Jun-26-2019,10000,D
37500,10+ years,672,May-24-2019,4400,B
185095,10+ years,832,Apr-03-2019,6000,A
112023,2 years,697,Jun-24-2019,20000,C
52000,2 years,712,May-26-2019,10000,D
100100,0 years,717,Jun-28-2019,6000,B
44000,10+ years,692,Jun-02-2019,7200,D
45000,5 years,677,Apr-11-2019,11500,C
62400,0 years,672,May-01-2019,12000,B
50000,2 years,727,May-28-2019,1800,A
58000,10+ years,n/a,Apr-17-2019,13000,A
102072,4 years,672,Jun-11-2019,10000,C
85000,2 years,672,Apr-26-2019,30000,A
80000,5 years,722,Jun-24-2019,3000,C
45000,0 years,682,May-19-2019,19800,D
52000,0 years,692,May-16-2019,19000,D
84000,9 years,687,Jun-11-2019,24000,B
90000,6 years,672,Jun-19-2019,12550,C
240063,3 years,757,Apr-10-2019,5500,B
68000,5 years,742,May-31-2019,4800,A
100079,7 years,712,Jun-08-2019,7500,B
96000,10+ years,697,Jun-29-2019,4000,C
59000,10+ years,772,May-06-2019,7800,A
48000,9 years,767,Apr-08-2019,6000,A
55000,4 years,692,Jun-02-2019,9975,A
n/a,10+ years,702,May-14-2019,2500,B
98000,10+ years,687,Apr-14-2019,27700,D
49920,10+ years,757,Apr-30-2019,"NA",C
64000,5 years,687,Apr-17-2019,8000,B
150072,10+ years,677,May-06-2019,32000,B
350067,10+ years,682,Jun-26-2019,19800,D
180058,8 years,662,n/a,20000,C
110098,10+ years,662,May-12-2019,6000,B
98000,10+ years,742,Apr-18-2019,10000,A
,4 years,687,Apr-06-2019,5500,D
47000,0 years,722,May-19-2019,25000,D
80000,3 years,707,Apr-19-2019,11000,A
145003,8 years,797,Jun-15-2019,10000,A
125016,7 years,792,Jun-15-2019,26350,A
57000,10+ years,727,Apr-25-2019,3000,C
90000,1 year,667,Apr-05-2019,4000,D
25000,2 years,712,Apr-05-2019,10000,C
78000,2 years,677,Apr-30-2019,10000,D
250070,10+ years,712,May-24-2019,5000,B
170093,4 years,687,n/a,30000,B
225041,5 years,692,Apr-09-2019,20000,C
80000,10+ years,712,Jun-10-2019,5000,C
36000,0 years,662,May-01-2019,3000,D
155040,5 years,732,Jun-02-2019,26000,A
54800,6 years,767,Jun-17-2019,13000,A
103075,10+ years,727,Apr-25-2019,21000,B
134066,4 years,717,May-21-2019,12000,A
91183,10+ years,672,Jun-18-2019,25000,C
100068,5 years,727,Jun-01-2019,20000,A
65000,10+ years,692,Apr-30-2019,3000,D
50540,0 years,682,Apr-10-2019,18000,D
75000,10+ years,n/a,Jun-10-2019,20000,B
80000,10+ years,697,Jun-26-2019,2000,A
26000,1 year,667,May-05-2019,15000,D
160063,10+ years,672,May-24-2019,32000,B
57500,7 years,687,Jun-18-2019,n/a,C
125035,10+ years,737,Apr-18-2019,20000,C
89000,1 year,662,Jun-17-2019,15000,D
40000,7 years,667,Jun-05-2019,4000,C
75000,2 years,782,May-02-2019,30000,B
95000,8 years,762,Jun-13-2019,6000,B
110036,2 years,797,Apr-15-2019,2000,A
80000,1 year,692,May-16-2019,7500,C
55000,10+ years,677,Jun-02-2019,15000,C
31300,3 years,712,Apr-23-2019,3000,A
130075,10+ years,712,Jun-22-2019,20000,B
26000,7 years,692,Apr-27-2019,15000,D
67000,3 years,662,Apr-09-2019,10000,C
90000,4 years,"NA",Jun-01-2019,20000,B
72000,0 years,777,May-07-2019,30000,A
63000,5 years,717,Jun-11-2019,20000,D
150100,1 year,692,May-18-2019,20000,B
32200,7 years,,Jun-19-2019,5000,A
68000,10+ years,672,May-13-2019,7000,D
50000,10+ years,682,May-10-2019,32000,C
5000,2 years,667,Apr-20-2019,1200,D
95000,3 years,677,Apr-24-2019,6000,B
130034,5 years,697,Jun-02-2019,25000,C
67500,10+ years,722,Apr-20-2019,3000,B
170082,10+ years,"NA",Apr-11-2019,40000,C
75000,0 years,677,May-30-2019,10000,A
100099,0 years,707,May-03-2019,14400,B
70000,6 years,722,May-24-2019,2400,B
100001,2 years,807,Apr-08-2019,40000,A
84000,0 years,672,Jun-13-2019,16800,A
74000,10+ years,707,Apr-26-2019,9000,D
90000,10+ years,697,May-15-2019,16000,C
112002,10+ years,697,Jun-10-2019,30000,B
90000,2 years,712,Jun-19-2019,20000,C
"NA",10+ years,742,Apr-13-2019,5000,A
96000,7 years,712,n/a,32000,A
50000,5 years,702,May-30-2019,20000,C
